instance_no,card,size,time
329,2785,12485,199.73
329,2978,13297,215.375
329,3173,14129,1527.08
329,3372,14921,245.582
329,3574,15654,258.288
329,3775,16430,274.309
329,3955,17255,288.988
329,4102,17927,308.729
329,4234,18449,318.908
329,4352,18888,330.254
329,4417,19122,342.616
329,4410,19072,347.07
329,4356,18783,348.795
329,4271,18368,346.424
329,4138,17728,342.169
329,3947,16855,327.134
329,3718,15936,310.369
329,3480,15032,291.336
329,3252,14061,272.643
329,3032,13102,249.949
329,2812,12273,229.408
329,2611,11552,210.322
329,2453,10943,193.424
329,2327,10442,179.347
329,2212,10031,169.399
329,2116,9726,160.864
329,2052,9494,154.119
329,2009,9231,147.836
329,1972,9032,143.96
329,1929,8910,140.294
329,1871,8758,136.584
329,1804,8527,134.809
329,1734,8230,132.521
329,1657,7906,128.337
329,1565,7588,123.469
329,1458,7215,115.118
329,1355,6781,109.874
329,1265,6342,100.656
329,1171,5903,93.019
329,1073,5516,84.801
329,997,5269,78.371
329,950,5113,73.054
329,924,4965,69.632
329,924,4893,67.856
329,951,5004,67.574
329,992,5221,69.74
329,1035,5360,72.207
329,1077,5437,74.757
329,1118,5570,77.279
329,1151,5720,80.344
329,1172,5802,82.092
329,1191,5804,83.388
329,1214,5798,83.962
329,1228,5792,84.992
329,1218,5696,84.9
329,1188,5550,83.263
329,1155,5468,81.889
329,1131,5456,81.685
329,1118,5480,79.88
329,1118,5576,80.538
329,1138,5751,81.655
329,1175,5923,84.008
329,1214,6063,87.068
329,1246,6235,91.208
329,1271,6453,175.038
329,1296,6674,97.478
329,1331,6869,100.153
329,1374,7064,104.297
329,1409,7244,107.345
329,1420,7305,109.95
329,1405,7237,110.914
329,1377,7141,109.532
329,1348,7055,107.809
329,1322,6942,106.392
329,1308,6817,104.502
329,1320,6784,103.284
329,1362,6885,104.38
329,1423,7088,106.705
329,1484,7354,111.884
329,1535,7617,117.203
329,1578,7797,121.732
329,1615,7913,124.83
329,1646,7979,127.756
329,1668,7969,131.245
329,1675,7852,131.888
329,1662,7696,130.89
329,1628,7418,129.541
329,1576,7180,125.812
329,1503,6958,121.143
329,1408,6577,116.167
329,1314,6132,108.004
329,1242,5786,99.333
329,1180,5570,93.793
329,1109,5348,250.469
329,1031,5083,83.873
329,963,4805,79.031
329,913,4545,73.431
329,869,4323,69.542
329,819,4076,65.25
329,763,3777,60.944
329,705,3445,55.457
329,649,3131,49.359
329,594,2919,44.399
329,540,2762,41.155
329,500,2592,37.644
329,482,2441,34.469
329,473,2326,34.361
329,458,2258,30.295
329,437,2233,28.824
329,418,2240,27.984
329,407,2223,27.951
329,404,2148,28.021
329,402,2086,27.192
329,398,2075,26.246
329,396,2094,26.092
329,397,2095,26.051
329,401,2090,26.075
329,404,2103,26.09
329,401,2122,25.804
329,396,2126,26.054
329,389,2074,26.041
329,377,1997,25.181
329,366,1973,24.29
329,363,2035,24.088
329,370,2100,24.475
329,384,2104,25.161
329,399,2094,25.543
329,410,2132,25.809
329,415,2217,26.439
329,418,2297,27.539
329,429,2353,28.699
329,453,2420,29.897
329,480,2496,30.908
329,498,2558,31.794
329,506,2559,32.332
329,506,2496,32.331
329,499,2441,32.1
329,487,2408,31.648
329,475,2380,31.293
329,471,2336,30.692
329,474,2249,30.443
329,472,2166,29.208
329,458,2113,28.27
329,438,2073,27.276
329,425,2077,26.736
329,430,2150,27.215
329,454,2276,28.796
329,487,2437,30.245
329,521,2615,32.423
329,557,2771,35.326
329,599,2928,38.281
329,651,3114,41.305
329,713,3386,44.882
329,784,3765,49.755
329,868,4201,56.26
329,962,4612,64.075
329,1049,4977,71.518
329,1117,5271,78.974
329,1172,5520,85
329,1225,5721,89.632
329,1283,5947,94.316
329,1347,6253,100.038
329,1408,6566,105.283
329,1456,6821,112.198
329,1489,6963,116.795
329,1508,7025,118.697
329,1510,7040,120.055
329,1490,6989,122.524
329,1452,6937,119.384
329,1413,6806,117.857
329,1382,6627,115.517
329,1348,6521,112.997
329,1306,6416,110.941
329,1267,6283,109.012
329,1242,6182,105.636
329,1236,6158,103.57
329,1242,6222,103.69
329,1251,6363,104.787
329,1269,6549,106.877
329,1302,6746,110.165
329,1340,6944,112.598
329,1363,7186,115.007
329,1361,7377,117.378
329,1343,7390,118.162
329,1316,7276,117.122
329,1275,7040,114.459
329,1214,6743,109.54
329,1134,6378,104.1
329,1045,5891,96.947
329,956,5365,87.63
329,866,4907,77.771
329,773,4503,70.227
329,689,4085,62.871
329,627,3761,55.78
329,576,3534,50.698
329,522,3321,46.942
329,472,3152,42.404
329,434,3016,38.823
329,407,2886,35.891
329,389,2769,33.882
329,374,2660,32.162
329,356,2568,29.479
329,336,2456,27.87
329,315,2257,26.009
329,291,2019,23.717
329,262,1840,21.166
329,229,1706,18.745
329,197,1549,16.708
329,165,1334,14.717
329,128,1050,12.18
329,92,759,8.977
329,66,552,6.136
329,49,430,4.507
329,38,345,3.622
329,34,311,2.992
329,38,350,2.812
329,49,432,3.343
329,65,528,4.314
329,85,642,5.399
329,106,777,6.421
329,121,895,7.417
329,127,948,8.258
329,128,933,8.852
329,128,887,8.839
329,128,865,8.79
329,128,896,8.501
329,128,923,8.583
329,127,886,8.741
329,121,809,8.46
329,106,735,7.795
329,86,673,6.967
329,72,617,6.328
329,72,583,5.996
329,86,598,6.181
329,106,656,6.881
329,121,729,7.443
329,127,797,8.1
329,128,836,8.821
329,128,825,9.205
329,128,791,9.106
329,128,779,8.757
329,128,789,8.597
329,127,789,8.642
329,121,743,8.484
329,106,650,7.836
329,86,561,6.768
329,72,524,5.98
329,72,556,5.71
329,87,663,6.273
329,113,833,7.85
329,143,1018,10.278
329,170,1174,12.808
329,191,1291,15.063
329,208,1377,17.085
329,225,1471,18.367
329,246,1603,19.557
329,274,1766,21.312
329,310,1960,23.851
329,350,2160,27.014
329,380,2300,30.428
329,386,2318,32.058
329,373,2225,31.95
329,359,2100,30.409
329,352,1983,28.672
329,346,1872,27.077
329,335,1772,25.353
329,319,1677,24.024
329,298,1564,22.912
329,270,1420,20.99
329,234,1257,19.011
329,193,1073,16.677
329,156,852,13.433
329,129,643,10.123
329,107,521,7.608
329,86,492,6.248
329,72,508,5.772
329,72,532,5.654
329,86,565,5.821
329,106,620,6.338
329,121,688,6.829
329,127,744,7.325
329,128,770,7.749
329,128,760,7.994
329,128,736,7.886
329,128,732,7.621
329,128,743,7.55
329,127,740,7.678
329,121,699,7.46
329,106,619,6.684
329,85,537,5.754
329,65,472,5.07
329,49,401,4.503
329,38,318,3.833
329,34,272,3.138
329,38,305,2.842
329,49,383,3.211
329,65,460,3.993
329,85,540,4.858
329,106,635,5.687
329,121,722,6.547
329,127,767,7.252
329,128,773,7.618
329,128,767,7.704
329,128,780,7.904
329,128,826,8.045
329,128,864,8.257
329,127,846,8.341
329,121,778,7.998
329,106,696,7.331
329,86,628,6.579
329,72,576,6.001
329,72,538,5.718
329,86,529,5.791
329,106,553,6.053
329,121,599,6.607
329,127,645,7.221
329,128,666,7.827
329,128,657,8.176
329,128,632,8.092
329,128,612,7.793
329,128,608,7.653
329,127,608,7.605
329,121,581,7.446
329,106,524,6.721
329,86,475,5.905
329,72,454,5.303
329,72,469,5.195
329,87,548,5.737
329,113,697,7.277
329,144,861,9.62
329,177,995,12.13
329,215,1136,14.402
329,263,1345,16.752
329,320,1649,19.898
329,379,2039,24.219
329,439,2476,29.557
329,508,2910,35.541
329,587,3326,41.503
329,664,3741,48.168
329,731,4135,54.404
329,797,4529,60.486
329,875,5025,67.037
329,960,5604,74.472
329,1036,6150,83.751
329,1101,6632,93.307
329,1168,7070,102.239
329,1245,7467,110.44
329,1329,7889,118.165
329,1417,8420,126.693
329,1506,9013,138.228
329,1595,9574,150.069
329,1691,10056,161.335
329,1788,10465,169.62
329,1862,10816,178.044
329,1907,11073,184.943
329,1942,11179,190.667
329,1973,11162,192.791
329,1979,11062,192.686
329,1946,10808,192.573
329,1887,10419,187.761
329,1817,10016,179.899
329,1734,9562,171.937
329,1629,9050,160.425
329,1503,8586,149.501
329,1374,8072,138.713
329,1260,7436,126.698
329,1160,6875,114.756
329,1070,6497,104.693
329,1002,6207,96.972
329,963,5977,90.317
329,938,5794,86.286
329,910,5597,83.297
329,875,5391,81.189
329,838,5177,76.347
329,807,4966,72.603
329,783,4801,68.855
329,757,4686,65.694
329,723,4576,63.301
329,683,4414,60.817
329,642,4188,57.876
329,603,3952,54.979
329,559,3706,51.218
329,509,3433,46.905
329,467,3202,42.883
329,433,2987,39.401
329,399,2739,35.888
329,373,2571,32.441
329,364,2566,30.909
329,370,2622,31.387
329,384,2633,32.796
329,399,2642,33.636
329,410,2707,34.187
329,415,2810,35.013
329,418,2872,361.842
329,429,2871,38.226
329,453,2891,37.219
329,480,2955,38.583
329,498,3028,39.516
329,506,3082,41.007
329,506,3081,42.073
329,499,3027,42.253
329,487,2969,41.67
329,475,2939,40.752
329,471,2918,40.693
329,474,2875,40.233
329,472,2813,40.035
329,458,2750,39.552
329,438,2711,39.249
329,425,2696,38.234
329,430,2715,37.655
329,454,2839,38.11
329,487,3079,40.066
329,520,3351,42.599
329,549,3571,46.232
329,569,3704,49.811
329,578,3746,51.928
329,578,3716,52.732
329,575,3692,52.954
329,579,3748,53.658
329,591,3844,55.014
329,600,3881,56.763
329,596,3839,57.993
329,580,3744,58.51
329,560,3613,57.477
329,540,3459,55.737
329,523,3276,53.63
329,513,3105,51.774
329,507,2985,49.705
329,499,2895,47.779
329,486,2808,46.733
329,467,2718,46.008
329,443,2613,43.981
329,418,2452,40.92
329,402,2307,37.385
329,401,2299,35.212
329,403,2358,35.426
329,393,2353,35.932
329,374,2283,34.816
329,359,2218,33.725
329,352,2199,32.348
329,346,2187,32.057
329,335,2111,31.741
329,319,1964,30.563
329,298,1795,28.484
329,270,1635,26.112
329,234,1468,23.67
329,193,1252,20.691
329,156,993,16.796
329,129,772,12.658
329,107,644,9.555
329,86,586,7.903
329,72,567,7.056
329,72,587,6.637
329,86,637,6.74
329,106,697,7.531
329,121,766,8.342
329,127,837,8.772
329,128,874,9.26
329,128,859,9.448
329,128,835,9.393
329,128,849,9.25
329,128,888,9.389
329,127,905,9.546
329,121,858,9.306
329,106,748,8.449
329,85,622,7.122
329,65,515,5.937
329,49,426,5.142
329,38,348,4.309
329,34,311,3.447
329,38,343,3.152
329,49,418,3.432
329,65,515,4.212
329,85,645,5.324
329,106,794,6.622
329,121,916,7.968
329,127,973,9.021
329,128,959,9.52
329,128,911,9.645
329,128,894,9.446
329,128,930,9.179
329,128,956,9.15
329,127,920,9.208
329,121,845,9.026
329,106,758,8.306
329,86,666,7.386
329,72,596,6.389
329,72,586,5.885
329,86,636,6.23
329,106,709,7.165
329,121,783,8.19
329,127,846,9.134
329,128,870,9.899
329,128,848,10.402
329,128,816,10.14
329,128,806,9.939
329,128,814,9.898
329,127,809,9.817
329,121,756,9.496
329,106,665,8.732
329,86,586,7.616
329,72,551,6.772
329,72,579,6.515
329,87,689,7.106
329,113,866,8.723
329,144,1059,11.35
329,177,1233,14.262
329,215,1407,17.072
329,263,1635,20.205
329,320,1952,24.066
329,378,2337,29.05
329,432,2726,35.145
329,483,3057,41.68
329,526,3310,47.715
329,551,3484,52.493
329,560,3570,55.632
329,568,3606,57.079
329,589,3671,57.943
329,626,3771,60.115
329,670,3860,63.246
329,709,3939,67.006
329,741,4012,79.189
329,773,4070,70.551
329,803,4128,309.053
329,818,4185,73.133
329,816,4219,72.928
329,812,4211,72.525
329,815,4161,71.586
329,814,4091,109.833
329,795,4025,67.614
329,756,3944,64.921
329,704,3768,62.727
329,649,3515,58.2
329,594,3290,52.382
329,540,3077,47.768
329,500,2870,44.678
329,482,2738,41.494
329,473,2645,40.044
329,458,2556,38.663
329,437,2508,37.093
329,417,2457,35.637
329,401,2335,34.207
329,388,2179,32.8
329,374,2041,30.534
329,356,1923,28.516
329,336,1793,26.32
329,315,1637,24.417
329,291,1487,21.876
329,262,1368,19.466
329,229,1269,17.203
329,197,1149,14.975
329,165,983,12.916
329,128,782,10.628
329,92,596,7.779
329,66,469,5.407
329,49,381,4.061
329,38,308,3.197
329,34,284,2.695
329,38,325,2.638
329,49,388,3.198
329,65,442,3.992
329,85,491,4.831
329,106,552,5.658
329,121,620,6.683
329,127,661,7.532
329,128,663,7.981
329,128,646,8.034
329,128,634,7.976
329,128,634,7.697
329,128,629,7.689
329,127,601,89.938
329,121,555,7.933
329,106,514,7.225
329,86,487,6.367
329,72,464,5.595
329,72,452,5.112
329,86,475,5.287
329,106,533,6.035
329,121,598,6.833
329,127,643,7.676
329,128,660,8.119
329,128,663,8.301
329,128,672,8.176
329,128,690,8.144
329,128,703,8.086
329,127,693,8.072
329,121,647,7.846
329,106,573,7.127
329,86,500,6.203
329,72,459,5.46
329,72,477,5.19
329,87,558,5.693
329,113,671,7.045
329,143,788,9.089
329,170,901,11.067
329,191,997,13.028
329,208,1073,14.644
329,225,1157,16
329,246,1261,17.417
329,274,1368,18.976
329,310,1491,21.175
329,350,1650,24.09
329,380,1796,27.468
329,386,1863,29.076
329,373,1828,29.033
329,359,1722,27.779
329,352,1610,26.251
329,346,1518,25.01
329,335,1437,23.986
329,319,1352,22.644
329,298,1250,21.126
329,270,1129,19.581
329,234,992,17.854
329,193,840,15.335
329,156,676,12.365
329,129,528,9.401
329,107,439,7.205
329,86,408,6.07
329,72,400,5.46
329,72,399,5.167
329,86,400,5.29
329,106,412,5.797
329,121,447,6.324
329,127,485,6.831
329,128,506,7.283
329,128,513,7.619
329,128,516,7.56
329,128,525,7.464
329,128,540,7.465
329,127,546,7.436
329,121,518,7.182
329,106,462,6.506
329,85,418,5.646
329,65,394,4.928
329,49,356,4.282
329,38,290,3.518
329,34,245,2.904
329,38,269,2.684
329,49,332,3.077
329,65,381,3.766
329,85,417,4.442
329,106,466,5.193
329,121,523,5.983
329,127,559,6.797
329,128,567,7.236
329,128,565,7.34
329,128,569,7.404
329,128,585,7.46
329,128,594,7.515
329,127,572,7.525
329,121,528,7.197
329,106,485,6.703
329,86,455,6.072
329,72,435,5.476
329,72,424,5.117
329,86,432,5.128
329,106,459,5.549
329,121,496,6.11
329,127,529,6.725
329,128,546,7.258
329,128,553,7.549
329,128,558,7.523
329,128,559,7.426
329,128,560,7.37
329,127,559,7.403
329,121,532,7.182
329,106,479,6.529
329,86,434,5.709
329,72,416,5.163
329,72,430,4.933
329,87,485,5.343
329,113,582,6.926
329,144,698,9.092
329,177,805,11.166
329,215,922,13.274
329,263,1098,15.549
329,320,1344,18.81
329,379,1636,22.827
329,439,1950,27.933
329,508,2269,32.902
329,587,2597,38.486
329,664,2947,45.14
329,732,3314,52.496
329,804,3713,60.287
329,901,4232,68.067
329,1027,4923,76.528
329,1168,5734,89.227
329,1317,6634,104.447
329,1487,7655,120.983
329,1693,8798,138.892
329,1933,10037,157.418
329,2195,11352,178.453
329,2479,12704,203.227
329,2808,14137,229.722
329,3203,15763,259.553
329,3656,17585,941.09
329,4149,19537,330.225
330,9,97,0.676
330,45,368,2.409
330,157,1050,8.098
330,423,2452,22.984
330,942,4932,57.865
330,1831,8889,121.003
330,3247,14872,1448.18
330,5389,23355,390.692
330,8430,34585,625.416
330,12452,48593,1031.17
330,17507,65529,1741.13
330,23702,85474,1860.39
330,31055,107788,2428.53
330,39303,131228,4311.98
330,48097,155238,5008.47
330,57302,179799,5761.14
330,66733,203685,5234.79
330,75773,224562,5903.02
330,83800,241942,6497.93
330,90708,256827,6979.23
330,96427,268302,9290.91
330,100446,273975,8278.98
330,102419,274510,7706.41
330,102621,272436,8301.9
330,101373,267227,10060.8
330,98698,257692,9757.61
330,94740,245632,7522.65
330,89948,233269,7122.36
330,84832,220494,6713.53
330,79770,207243,5646.75
330,74931,194875,5242.72
330,70438,184245,7420.25
330,66591,175046,4674.83
330,63612,167503,5673.15
330,61343,162064,5437
330,59546,158082,4065.59
330,58174,154743,3987.27
330,57133,152399,3935.12
330,56170,150962,3882.28
330,55056,148963,3856.44
330,53625,145740,3956.26
330,51746,141967,5013.96
330,49406,137463,3567.79
330,46679,131314,3434.88
330,43559,123729,3214.72
330,40030,115678,2986.61
330,36327,107390,2733.33
330,32807,98790,2494
330,29542,90426,2253.86
330,26458,83216,2043.24
330,23796,77346,1857.23
330,21874,72469,4181.85
330,20593,68929,1604.93
330,19733,67187,1538.8
330,19385,66801,1521.81
330,19638,66995,1523.33
330,20243,67856,2175.69
330,20935,69573,1613.87
330,21718,71591,1652.21
330,22595,73142,1872.6
330,23366,74324,1776.52
330,23878,75632,1789.56
330,24195,76816,1808.06
330,24394,77257,1832.75
330,24429,77108,2436.36
330,24284,77104,1805.05
330,24072,77281,1777.59
330,23912,77012,1766.35
330,23818,76390,1763.46
330,23771,76180,1741.79
330,23817,76411,1739.43
330,23993,76423,1765.65
330,24244,76239,1773.01
330,24510,76491,1788.91
330,24774,77124,1825.75
330,24986,77669,1848.63
330,25087,78229,1885
330,25097,79060,1901.07
330,25064,80139,4376.13
330,24991,81507,2263.43
330,24901,83215,1987.25
330,24901,85063,2015.64
330,25112,87111,3642.89
330,25561,89857,2115.5
330,26213,93154,2198.9
330,27106,96141,2283.24
330,28314,99075,2388.24
330,29774,102864,2482.65
330,31326,106807,4929.01
330,32908,109814,2877.84
330,34522,112573,2814.81
330,36053,115827,2911
330,37335,118495,2978.14
330,38346,119919,3051.05
330,39142,120926,3072.21
330,39662,121763,3076.5
330,39809,121514,3067.34
330,39661,120363,3019.45
330,39360,118853,2966.99
330,38858,116707,5320.76
330,38042,113405,2813.87
330,37007,109543,2855.12
330,35902,105676,2601.14
330,34649,101175,3757.58
330,33107,95633,2349.18
330,31344,89859,2194.29
330,29497,84299,2052.22
330,27551,78377,1887.87
330,25452,71994,1728.86
330,23267,65751,1570.55
330,21124,59920,1403.93
330,19123,54406,1259.47
330,17317,49361,1137
330,15707,45020,1008.77
330,14312,41356,904.169
330,13218,38319,824.89
330,12460,36084,765.378
330,11956,34685,725.03
330,11629,33759,714.006
330,11464,33170,701
330,11429,33046,692.042
330,11450,33268,698.306
330,11445,33424,707.528
330,11347,33398,712.522
330,11134,33252,710.986
330,10826,32873,703.432
330,10431,32092,686.986
330,9926,30957,661.732
330,9323,29660,630.931
330,8720,28277,594.516
330,8216,26735,556.91
330,7816,25265,519.499
330,7509,24115,486.568
330,7367,23237,462.648
330,7450,22507,445.783
330,7700,22086,436.001
330,8046,22142,436.638
330,8504,22432,447.504
330,9071,22755,464.532
330,9641,23189,481.283
330,10125,23781,500.514
330,10538,24383,516.439
330,10885,24752,532.095
330,11098,24928,538.414
330,11150,25091,541.999
330,11105,25238,539.157
330,11022,25148,533.436
330,10901,24806,525.28
330,10745,24481,513.74
330,10611,24254,503.286
330,10557,23809,494.853
330,10581,23278,489.673
330,10660,23080,487.03
330,10794,23054,489.348
330,10967,22856,494.285
330,11137,22661,499.638
330,11282,22824,506.476
330,11385,23161,515.252
330,11410,23359,521.887
330,11353,23571,525.959
330,11264,24074,529.731
330,11194,24750,533.09
330,11168,25538,538.71
330,11233,26704,553.07
330,11500,28464,573.904
330,12087,30853,611.5
330,13038,34059,671.015
330,14364,38239,756.081
330,16118,43301,872.702
330,18321,49112,1016.04
330,20880,55690,1201.49
330,23683,62920,1388.26
330,26671,70245,2820.5
330,29727,77304,1834.46
330,32635,84036,2057.88
330,35256,90362,2276.41
330,37583,95903,2471.93
330,39546,100308,2666.55
330,40990,103695,2801.54
330,41915,106465,2929.46
330,42488,108641,3021.63
330,42792,110051,3091.44
330,42815,111021,5593.3
330,42636,111982,3178.39
330,42418,112858,4630.17
330,42281,113590,4511.42
330,42262,114580,3214.59
330,42343,115728,3231.03
330,42500,116517,3245.91
330,42743,117025,3225.7
330,43074,117814,5773.39
330,43392,118302,4532.06
330,43523,117606,3196.41
330,43388,116224,3317.13
330,43035,114789,4364.02
330,42458,112787,5576.15
330,41539,109789,5456.24
330,40224,106149,2829.55
330,38603,102151,2731.03
330,36804,97782,2600.47
330,34882,93196,2484.62
330,32799,88483,2347.18
330,30580,83503,2222.94
330,28418,78334,2079.87
330,26436,73411,1951.85
330,24539,68944,1831.82
330,22687,64425,1712.74
330,21010,59902,1596.08
330,19541,55856,1481.16
330,18168,52158,1369.52
330,16846,48437,1281.46
330,15590,44791,1180.97
330,14371,41465,1077.16
330,13165,38210,986.59
330,11977,34747,926.868
330,10782,31338,794.751
330,9555,28177,701.882
330,8356,25058,624.899
330,7268,21936,534.821
330,6280,19152,459.894
330,5367,16975,394.656
330,4610,15257,342.797
330,4082,13890,303.417
330,3732,13121,275.465
330,3510,13009,259.68
330,3453,13247,257.143
330,3567,13648,263.402
330,3771,14274,276.513
330,4005,15139,292.876
330,4276,16008,310.371
330,4568,16627,329.597
330,4813,17054,344.903
330,4976,17439,353.098
330,5080,17715,356.13
330,5135,17746,358.149
330,5118,17601,352.907
330,5030,17472,344.201
330,4916,17337,336.179
330,4819,17078,328.252
330,4745,16860,320.283
330,4689,16860,315.454
330,4669,16903,315.643
330,4702,16850,318.117
330,4778,16867,327.468
330,4881,17027,326.353
330,4995,17180,335.582
330,5094,17301,344.56
330,5163,17467,349.708
330,5204,17615,355.27
330,5206,17702,359.139
330,5149,17872,360.221
330,5046,18123,360.334
330,4949,18292,361.196
330,4905,18543,508.568
330,4922,19175,366.278
330,4999,20036,377.981
330,5173,20891,395.235
330,5486,22018,419.519
330,5931,23729,452.897
330,6486,25776,493.735
330,7161,27930,547.845
330,7962,30478,607.396
330,8849,33509,834.475
330,9772,36709,751.225
330,10712,40006,828.375
330,11651,43458,907.588
330,12528,46700,3494.97
330,13273,49395,1056.04
330,13883,51845,1114.97
330,14386,54034,1170.15
330,14729,55255,1197.3
330,14827,55281,2495.14
330,14707,54786,1211.7
330,14448,54071,1177.42
330,14026,52402,1139.04
330,13377,49562,1085.27
330,12544,46393,1010.99
330,11630,43320,941.417
330,10682,39969,847.988
330,9703,36285,763.883
330,8712,32738,680.299
330,7768,29587,604.124
330,6955,26823,535.978
330,6311,24529,477.87
330,5802,22729,437.067
330,5409,21308,405.917
330,5162,20304,383.008
330,5062,19798,370.419
330,5056,19589,367.24
330,5089,19456,371.212
330,5131,19468,376.274
330,5171,19622,381.362
330,5197,19699,385.803
330,5173,19590,387.758
330,5056,19387,385.361
330,4844,19056,376.169
330,4580,18399,362.366
330,4299,17449,344.31
330,3998,16502,321.137
330,3684,15661,298.166
330,3417,14766,276.471
330,3249,13866,256.784
330,3168,13264,239.666
330,3159,13055,229.521
330,3250,12975,226.621
330,3449,12898,228.975
330,3705,13012,233.987
330,3976,13402,243.581
330,4268,13803,256.798
330,4567,13985,268.19
330,4813,14058,279.53
330,4976,14200,286.461
330,5080,14355,290.869
330,5135,14355,621.483
330,5118,14221,292.88
330,5030,14138,287.896
330,4916,14122,291.134
330,4819,14000,276.025
330,4745,13863,269.267
330,4689,13935,266.497
330,4669,14085,266.262
330,4702,14102,266.766
330,4778,14117,268.179
330,4881,14264,272.919
330,4995,14419,37847.8
330,5094,14489,283.818
330,5163,14563,288.77
330,5204,14689,291.767
330,5206,14810,293.895
330,5149,14961,294.832
330,5046,15184,293.32
330,4950,15418,290.301
330,4913,15813,289.81
330,4956,16641,294.701
330,5099,17861,307.742
330,5400,19435,330.879
330,5917,21740,369.74
330,6662,25088,426.82
330,7643,29322,509.235
330,8899,34333,614.321
330,10442,40403,748.936
330,12230,47646,912.04
330,14245,55795,3699.85
330,16515,64570,3941.8
330,19011,73789,2178.48
330,21619,83174,1867.4
330,24277,92475,2076.96
330,27021,101559,3619.83
330,29817,110039,2576.46
330,32488,117275,2815.36
330,34904,123131,3006.89
330,37113,128144,5734.86
330,39158,132359,4618.71
330,40912,134897,3423.74
330,42265,135744,8294.75
330,43315,136318,3533.11
330,44201,137065,3541.27
330,44919,137340,3708.84
330,45451,137163,3556.23
330,45880,137420,3548.03
330,46292,138376,4837.84
330,46744,139782,3577.77
330,47286,141514,3907.53
330,47875,143473,3631.64
330,48404,145154,3666.94
330,48868,146505,4948.11
330,49311,148077,3710.27
330,49618,148862,3733.19
330,49568,147755,3741.87
330,49094,145591,3773.15
330,48294,143173,3625.73
330,47178,139454,3541.69
330,45619,133864,3428.5
330,43594,127363,3270.44
330,41276,120618,3254.93
330,38840,113497,2921.03
330,36323,105772,3071.3
330,33713,97902,2529.99
330,31110,90508,2334.8
330,28709,83663,2144.74
330,26590,77405,1964.34
330,24682,71992,1813.01
330,22982,67433,1774.92
330,21588,63730,1584.75
330,20504,60973,1507.02
330,19635,59204,1453.38
330,18923,58051,1394.78
330,18341,57103,1363.76
330,17847,56320,1344
330,17398,55684,1337.92
330,16962,54992,1296.55
330,16498,53978,1275.19
330,15959,52567,1251.74
330,15367,50903,1215.49
330,14792,49252,1168.56
330,14225,47666,1138.07
330,13625,46066,1087.3
330,13058,44561,1064.36
330,12611,43430,1008.89
330,12268,42828,982.717
330,12012,42588,961.96
330,11895,42601,951.935
330,11941,42916,957.953
330,12105,43483,960.172
330,12341,44189,973.323
330,12645,44922,991.253
330,13000,45401,2233.72
330,13332,45687,1032.2
330,13588,46024,1045.93
352,5,54,0.098
352,10,83,0.133
352,11,92,3.888
352,9,80,0.161
352,7,66,0.424
352,5,56,0.147
352,4,32,0.125
352,4,44,0.054
352,4,55,0.071
352,5,60,0.175
352,8,69,0.105
352,11,77,0.159
352,13,102,0.166
352,13,121,0.213
352,10,96,0.308
352,6,73,0.193
352,3,43,0.158
352,2,26,0.067
352,3,38,0.041
352,5,56,0.06
352,8,75,0.089
352,13,120,0.135
352,17,149,0.214
352,19,167,0.324
352,19,169,0.364
352,17,171,0.344
352,13,144,0.33
352,11,134,0.623
352,11,118,0.242
352,12,98,0.209
352,13,102,0.309
352,13,108,0.198
352,11,97,0.208
352,9,96,0.45
352,9,102,0.203
352,11,126,0.193
352,16,177,0.221
352,23,240,0.315
352,30,299,0.483
352,36,346,0.903
352,40,377,0.706
352,39,359,0.719
352,35,314,0.775
352,31,304,0.742
352,28,272,1.048
352,27,245,0.532
352,30,244,0.449
352,34,278,0.454
352,36,296,0.746
352,36,292,0.538
352,34,279,0.531
352,30,278,0.75
352,27,261,0.98
352,29,274,0.702
352,35,306,0.733
352,43,340,0.801
352,51,381,0.647
352,55,426,0.725
352,51,413,1.315
352,43,376,0.795
352,35,322,0.708
352,29,262,1.221
352,27,203,0.506
352,30,199,0.533
352,34,222,0.432
352,36,246,0.542
352,36,253,0.531
352,34,251,0.683
352,30,242,0.817
352,27,237,0.511
352,28,257,0.49
352,31,290,0.545
352,33,287,0.569
352,34,285,0.555
352,32,265,7.42
352,26,224,0.646
352,20,188,1.128
352,17,168,0.538
352,15,147,0.365
352,14,140,0.293
352,15,145,0.322
352,16,145,0.888
352,15,135,0.282
352,13,115,0.255
352,11,103,0.506
352,8,90,0.903
352,5,73,0.159
352,5,57,0.112
352,7,58,0.104
352,8,53,0.112
353,6,75,0.121
353,15,142,0.351
353,21,200,0.677
353,20,219,0.864
353,16,202,0.891
353,12,162,0.825
353,9,114,0.591
353,8,93,0.414
353,8,94,0.393
353,9,104,0.39
353,13,139,0.461
353,19,189,0.706
353,24,239,1.019
353,26,277,1.211
353,23,264,3.4
353,16,191,1.219
353,9,118,0.829
353,5,81,0.428
353,5,85,0.237
353,8,106,0.265
353,13,154,0.355
353,21,251,0.86
353,30,344,1.035
353,36,384,1.445
353,38,413,3.55
353,36,424,1.696
353,30,385,1.835
353,24,324,1.423
353,22,271,1.146
353,23,253,1.217
353,25,265,0.989
353,26,292,1.124
353,24,302,1.256
353,20,283,1.244
353,18,265,1.166
353,20,258,1.03
353,27,296,1.077
353,38,367,1.338
353,49,451,1.712
353,56,524,2.094
353,59,592,2.715
353,56,619,2.621
