159,684,8.605,915442,81
314,1229,15.277,915442,81
0,0,0.042,6031508,37
1,7,0.01,1234,16
1,7,0.011,1234,16
0,0,0.005,1234,16
2,16,0.022,12351,21
1,9,0.026,12351,21
1,9,0.009,12351,21
2,15,0.009,12351,21
2,15,0.015,12351,21
2,18,0.014,12351,21
2,15,0.022,12351,21
1,9,0.014,12351,21
1,9,0.006,12351,21
1,9,0.008,12351,21
1,9,0.008,12351,21
1,9,0.009,12351,21
1,9,0.008,12351,21
1,9,0.007,12351,21
1,9,0.006,12351,21
2,18,0.009,12351,21
2,15,0.013,12351,21
2,18,0.014,12351,21
2,15,0.021,12351,21
1,9,0.014,12351,21
1,9,0.006,12351,21
3,32,0.028,7636103,36
3,41,0.053,7636103,36
2,24,0.052,7636103,36
3,27,0.032,7636103,36
4,32,0.044,7636103,36
3,29,0.052,7636103,36
2,25,0.084,7636103,36
1,15,0.03,7636103,36
1,15,0.015,7636103,36
1,15,0.03,7636103,36
1,15,0.018,7636103,36
1,15,0.019,7636103,36
1,15,0.016,7636103,36
1,15,0.016,7636103,36
1,15,0.014,7636103,36
2,20,0.017,7636103,36
2,24,0.031,7636103,36
4,37,0.037,7636103,36
8,60,0.059,7636103,36
11,81,0.134,7636103,36
13,91,0.219,7636103,36
13,90,0.156,7636103,36
10,81,0.158,7636103,36
6,53,0.126,7636103,36
4,35,0.077,7636103,36
2,25,0.056,7636103,36
1,15,0.032,7636103,36
1,15,0.02,7636103,36
1,15,0.019,7636103,36
1,15,0.017,7636103,36
1,15,0.015,7636103,36
2,22,0.018,7636103,36
2,23,0.032,7636103,36
3,27,0.033,7636103,36
5,46,0.038,7636103,36
6,60,0.07,7636103,36
7,64,0.085,7636103,36
7,69,2.805,7636103,36
5,53,0.138,7636103,36
3,33,0.101,7636103,36
2,23,0.049,7636103,36
1,15,0.035,7636103,36
1,15,0.021,7636103,36
1,15,0.021,7636103,36
1,15,0.021,7636103,36
1,15,0.019,7636103,36
1,15,0.018,7636103,36
2,22,0.021,7636103,36
2,26,0.034,7636103,36
4,39,0.117,7636103,36
8,65,0.07,7636103,36
11,89,0.124,7636103,36
13,100,0.485,7636103,36
13,100,0.256,7636103,36
10,93,0.186,7636103,36
6,57,0.373,7636103,36
4,37,0.108,7636103,36
2,26,0.064,7636103,36
1,15,0.038,7636103,36
1,15,0.023,7636103,36
1,15,0.021,7636103,36
1,15,0.019,7636103,36
1,15,0.017,7636103,36
2,24,0.021,7636103,36
2,25,0.035,7636103,36
3,31,0.037,7636103,36
4,39,0.036,7636103,36
3,34,0.113,7636103,36
2,25,0.044,7636103,36
2,11,0.008,574,14
1,6,0.009,574,14
1,6,0.005,574,14
1,6,0.004,574,14
1,6,0.008,574,14
1,6,0.008,574,14
1,6,0.006,574,14
1,6,0.005,574,14
1,6,0.024,574,14
1,6,0.009,574,14
1,6,0.01,574,14
1,6,0.006,574,14
3,28,0.02,42630,24
3,23,0.062,42630,24
2,15,0.027,42630,24
2,14,0.017,42630,24
1,10,0.015,42630,24
1,10,0.009,42630,24
1,10,0.009,42630,24
1,10,0.01,42630,24
1,10,0.016,42630,24
2,18,0.011,42630,24
3,24,0.025,42630,24
4,27,0.028,42630,24
5,35,0.041,42630,24
4,28,0.051,42630,24
3,25,0.04,42630,24
2,17,0.045,42630,24
1,10,0.02,42630,24
1,10,0.009,42630,24
2,15,0.01,42630,24
3,19,0.015,42630,24
4,30,0.036,42630,24
5,39,0.033,42630,24
4,34,0.074,42630,24
3,28,0.305,42630,24
2,19,0.026,42630,24
1,10,0.019,42630,24
1,10,0.011,42630,24
2,14,0.011,42630,24
2,20,0.016,42630,24
2,15,0.028,42630,24
0,0,0.005,15,6
2,6,0.006,31,7
2,4,0.005,31,7
0,0,0.003,31,7
5,70,0.14,1.1136E+12,64
10,110,0.323,1.1136E+12,64
12,148,0.605,1.1136E+12,64
13,163,0.705,1.1136E+12,64
14,151,1.5,1.1136E+12,64
12,141,0.781,1.1136E+12,64
8,136,0.51,1.1136E+12,64
5,98,0.373,1.1136E+12,64
4,69,0.223,1.1136E+12,64
4,73,0.17,1.1136E+12,64
4,77,0.177,1.1136E+12,64
4,84,0.161,1.1136E+12,64
5,90,0.181,1.1136E+12,64
7,107,0.239,1.1136E+12,64
10,157,0.373,1.1136E+12,64
18,261,0.697,1.1136E+12,64
30,409,1.404,1.1136E+12,64
38,528,2.349,1.1136E+12,64
37,538,2.957,1.1136E+12,64
28,444,2.64,1.1136E+12,64
16,283,3.248,1.1136E+12,64
7,133,0.981,1.1136E+12,64
3,61,0.372,1.1136E+12,64
2,38,0.14,1.1136E+12,64
2,40,0.091,1.1136E+12,64
2,51,0.077,1.1136E+12,64
3,51,0.109,1.1136E+12,64
4,61,0.148,1.1136E+12,64
5,72,0.188,1.1136E+12,64
8,124,0.273,1.1136E+12,64
11,157,0.507,1.1136E+12,64
13,181,0.638,1.1136E+12,64
13,169,0.769,1.1136E+12,64
10,144,0.742,1.1136E+12,64
6,90,0.518,1.1136E+12,64
3,48,0.26,1.1136E+12,64
2,38,0.119,1.1136E+12,64
2,38,0.093,1.1136E+12,64
2,40,0.091,1.1136E+12,64
2,51,0.074,1.1136E+12,64
3,52,0.105,1.1136E+12,64
4,69,0.15,1.1136E+12,64
6,106,0.24,1.1136E+12,64
12,170,2.587,1.1136E+12,64
21,278,0.935,1.1136E+12,64
36,402,1.565,1.1136E+12,64
60,562,2.262,1.1136E+12,64
84,740,3.187,1.1136E+12,64
94,865,4.144,1.1136E+12,64
85,867,4.678,1.1136E+12,64
62,727,4.679,1.1136E+12,64
38,506,3.513,1.1136E+12,64
22,307,2.124,1.1136E+12,64
15,206,1.101,1.1136E+12,64
14,195,0.721,1.1136E+12,64
17,208,0.768,1.1136E+12,64
22,208,0.84,1.1136E+12,64
29,248,1.017,1.1136E+12,64
37,303,1.263,1.1136E+12,64
40,329,1.565,1.1136E+12,64
37,326,1.576,1.1136E+12,64
29,301,1.436,1.1136E+12,64
19,228,1.4,1.1136E+12,64
12,167,0.929,1.1136E+12,64
7,119,0.646,1.1136E+12,64
4,69,0.393,1.1136E+12,64
2,34,0.186,1.1136E+12,64
1,26,0.08,1.1136E+12,64
1,26,0.043,1.1136E+12,64
1,26,0.056,1.1136E+12,64
1,26,0.038,1.1136E+12,64
1,26,0.042,1.1136E+12,64
2,38,0.051,1.1136E+12,64
2,44,0.096,1.1136E+12,64
4,75,0.15,1.1136E+12,64
8,138,0.34,1.1136E+12,64
12,215,0.648,1.1136E+12,64
18,312,1.027,1.1136E+12,64
25,402,1.672,1.1136E+12,64
30,470,1.939,1.1136E+12,64
32,506,2.3,1.1136E+12,64
30,497,2.418,1.1136E+12,64
23,405,2.279,1.1136E+12,64
15,288,1.604,1.1136E+12,64
9,175,0.968,1.1136E+12,64
6,121,0.487,1.1136E+12,64
6,102,0.312,1.1136E+12,64
7,119,0.282,1.1136E+12,64
9,127,0.349,1.1136E+12,64
12,157,0.412,1.1136E+12,64
14,186,0.545,1.1136E+12,64
14,183,0.624,1.1136E+12,64
13,173,0.698,1.1136E+12,64
11,165,0.646,1.1136E+12,64
9,132,3.079,1.1136E+12,64
8,119,0.486,1.1136E+12,64
6,101,0.47,1.1136E+12,64
4,68,0.548,1.1136E+12,64
2,35,0.185,1.1136E+12,64
1,26,0.083,1.1136E+12,64
1,26,0.041,1.1136E+12,64
1,26,0.054,1.1136E+12,64
1,26,0.035,1.1136E+12,64
1,26,0.04,1.1136E+12,64
2,39,0.055,1.1136E+12,64
2,45,0.097,1.1136E+12,64
4,76,0.209,1.1136E+12,64
8,132,0.352,1.1136E+12,64
13,200,0.628,1.1136E+12,64
23,290,1.009,1.1136E+12,64
40,431,28.417,1.1136E+12,64
66,619,2.431,1.1136E+12,64
110,921,3.637,1.1136E+12,64
174,1349,31.532,1.1136E+12,64
241,1856,8.474,1.1136E+12,64
285,2255,11.33,1.1136E+12,64
285,2367,13.607,1.1136E+12,64
239,2162,13.859,1.1136E+12,64
170,1706,11.928,1.1136E+12,64
110,1189,8.745,1.1136E+12,64
75,801,6.145,1.1136E+12,64
66,652,3.447,1.1136E+12,64
73,644,2.999,1.1136E+12,64
86,710,3.317,1.1136E+12,64
103,775,3.841,1.1136E+12,64
121,871,4.414,1.1136E+12,64
133,944,5.013,1.1136E+12,64
135,968,5.456,1.1136E+12,64
125,941,5.751,1.1136E+12,64
102,849,5.221,1.1136E+12,64
74,683,4.357,1.1136E+12,64
49,497,3.215,1.1136E+12,64
29,351,2.242,1.1136E+12,64
17,220,1.434,1.1136E+12,64
11,146,0.848,1.1136E+12,64
9,136,0.511,1.1136E+12,64
10,147,0.431,1.1136E+12,64
12,172,0.511,1.1136E+12,64
16,224,0.62,1.1136E+12,64
26,345,0.956,1.1136E+12,64
44,562,1.738,1.1136E+12,64
69,847,3.047,1.1136E+12,64
102,1187,4.682,1.1136E+12,64
131,1495,7.091,1.1136E+12,64
143,1648,8.419,1.1136E+12,64
137,1621,9.042,1.1136E+12,64
116,1427,8.535,1.1136E+12,64
89,1167,7.068,1.1136E+12,64
67,953,5.424,1.1136E+12,64
52,797,4.269,1.1136E+12,64
41,630,3.904,1.1136E+12,64
35,511,2.631,1.1136E+12,64
34,428,2.007,1.1136E+12,64
39,430,1.709,1.1136E+12,64
48,477,2.93,1.1136E+12,64
54,543,2.213,1.1136E+12,64
55,564,2.499,1.1136E+12,64
50,526,3.39,1.1136E+12,64
39,436,2.21,1.1136E+12,64
27,326,10.559,1.1136E+12,64
18,245,1.25,1.1136E+12,64
12,193,0.964,1.1136E+12,64
9,143,0.694,1.1136E+12,64
8,125,0.494,1.1136E+12,64
6,106,0.495,1.1136E+12,64
4,71,0.359,1.1136E+12,64
2,37,0.185,1.1136E+12,64
1,26,0.083,1.1136E+12,64
1,26,0.043,1.1136E+12,64
1,26,0.061,1.1136E+12,64
1,26,0.038,1.1136E+12,64
1,26,0.042,1.1136E+12,64
2,41,0.062,1.1136E+12,64
2,44,0.102,1.1136E+12,64
4,77,0.15,1.1136E+12,64
8,135,0.351,1.1136E+12,64
13,201,0.638,1.1136E+12,64
23,282,1.034,1.1136E+12,64
39,412,1.458,1.1136E+12,64
59,564,2.179,1.1136E+12,64
85,751,3.651,1.1136E+12,64
116,967,4.355,1.1136E+12,64
143,1175,5.771,1.1136E+12,64
157,1316,7.152,1.1136E+12,64
151,1332,7.673,1.1136E+12,64
125,1247,7.442,1.1136E+12,64
90,1026,6.551,1.1136E+12,64
61,759,5.046,1.1136E+12,64
45,535,3.281,1.1136E+12,64
43,463,2.314,1.1136E+12,64
49,467,2.118,1.1136E+12,64
56,490,2.219,1.1136E+12,64
64,494,2.459,1.1136E+12,64
71,565,2.687,1.1136E+12,64
74,567,2.978,1.1136E+12,64
73,587,3.024,1.1136E+12,64
66,569,3.314,1.1136E+12,64
53,517,2.936,1.1136E+12,64
38,394,2.484,1.1136E+12,64
25,300,1.834,1.1136E+12,64
15,215,1.346,1.1136E+12,64
9,136,0.823,1.1136E+12,64
6,98,0.463,1.1136E+12,64
5,102,0.285,1.1136E+12,64
6,104,0.268,1.1136E+12,64
7,124,0.307,1.1136E+12,64
10,156,0.396,1.1136E+12,64
17,247,5.754,1.1136E+12,64
28,399,1.226,1.1136E+12,64
43,585,2.127,1.1136E+12,64
61,812,3.207,1.1136E+12,64
74,990,4.757,1.1136E+12,64
77,1053,5.39,1.1136E+12,64
72,1040,5.486,1.1136E+12,64
62,943,5.101,1.1136E+12,64
52,811,4.355,1.1136E+12,64
45,723,7.51,1.1136E+12,64
39,653,3.201,1.1136E+12,64
32,548,2.803,1.1136E+12,64
26,445,571.493,1.1136E+12,64
23,344,1.95,1.1136E+12,64
25,330,1.326,1.1136E+12,64
29,340,1.651,1.1136E+12,64
31,367,1.538,1.1136E+12,64
31,342,1.599,1.1136E+12,64
28,327,1.486,1.1136E+12,64
23,283,1.316,1.1136E+12,64
18,231,1.109,1.1136E+12,64
14,198,0.835,1.1136E+12,64
11,171,0.733,1.1136E+12,64
9,139,0.637,1.1136E+12,64
8,124,0.51,1.1136E+12,64
6,105,0.51,1.1136E+12,64
4,69,0.359,1.1136E+12,64
2,37,0.202,1.1136E+12,64
1,26,0.085,1.1136E+12,64
1,26,0.051,1.1136E+12,64
1,26,0.06,1.1136E+12,64
1,26,1.105,1.1136E+12,64
1,26,0.064,1.1136E+12,64
2,40,0.074,1.1136E+12,64
2,45,0.113,1.1136E+12,64
4,79,1.118,1.1136E+12,64
8,136,0.368,1.1136E+12,64
13,203,0.651,1.1136E+12,64
23,296,1.016,1.1136E+12,64
40,444,1.542,1.1136E+12,64
66,646,2.403,1.1136E+12,64
110,937,3.765,1.1136E+12,64
174,1293,6.258,1.1136E+12,64
241,1661,8.301,1.1136E+12,64
285,1937,44.977,1.1136E+12,64
285,2018,13.723,1.1136E+12,64
239,1866,12.713,1.1136E+12,64
170,1518,11,1.1136E+12,64
110,1084,8.239,1.1136E+12,64
75,735,5.144,1.1136E+12,64
66,610,3.233,1.1136E+12,64
73,610,2.878,1.1136E+12,64
86,658,3.221,1.1136E+12,64
103,700,3.638,1.1136E+12,64
121,775,4.167,1.1136E+12,64
133,817,4.742,1.1136E+12,64
135,829,4.856,1.1136E+12,64
125,803,4.872,1.1136E+12,64
102,726,4.627,1.1136E+12,64
74,590,3.987,1.1136E+12,64
49,422,3.004,1.1136E+12,64
29,310,2.13,1.1136E+12,64
17,198,1.44,1.1136E+12,64
11,137,0.827,1.1136E+12,64
9,130,0.487,1.1136E+12,64
10,141,0.404,1.1136E+12,64
12,158,0.489,1.1136E+12,64
16,204,0.615,1.1136E+12,64
26,318,0.92,1.1136E+12,64
44,520,1.703,1.1136E+12,64
69,792,3.001,1.1136E+12,64
102,1117,4.692,1.1136E+12,64
131,1394,6.761,1.1136E+12,64
143,1513,8.524,1.1136E+12,64
137,1488,9.372,1.1136E+12,64
116,1333,8.48,1.1136E+12,64
89,1114,7.106,1.1136E+12,64
67,926,5.567,1.1136E+12,64
52,783,4.36,1.1136E+12,64
41,620,3.982,1.1136E+12,64
35,495,2.732,1.1136E+12,64
34,396,2.02,1.1136E+12,64
39,402,1.666,1.1136E+12,64
48,440,2.932,1.1136E+12,64
54,481,2.182,1.1136E+12,64
55,489,2.336,1.1136E+12,64
50,457,2.353,1.1136E+12,64
39,393,11.609,1.1136E+12,64
27,304,1.754,1.1136E+12,64
18,227,1.19,1.1136E+12,64
12,189,5.361,1.1136E+12,64
9,141,0.718,1.1136E+12,64
8,120,0.531,1.1136E+12,64
6,101,0.531,1.1136E+12,64
4,67,0.373,1.1136E+12,64
2,36,0.201,1.1136E+12,64
1,26,0.087,1.1136E+12,64
1,26,0.045,1.1136E+12,64
1,26,0.061,1.1136E+12,64
1,26,0.041,1.1136E+12,64
1,26,0.045,1.1136E+12,64
2,39,0.06,1.1136E+12,64
2,45,0.11,1.1136E+12,64
4,78,0.163,1.1136E+12,64
8,135,0.37,1.1136E+12,64
13,201,0.692,1.1136E+12,64
23,288,1.12,1.1136E+12,64
39,414,1.591,1.1136E+12,64
58,549,2.301,1.1136E+12,64
78,683,3.252,1.1136E+12,64
91,773,4.125,1.1136E+12,64
86,776,4.643,1.1136E+12,64
65,649,4.576,1.1136E+12,64
41,449,3.42,1.1136E+12,64
24,301,2.02,1.1136E+12,64
17,218,1.121,1.1136E+12,64
17,189,0.861,1.1136E+12,64
20,210,0.829,1.1136E+12,64
26,250,0.947,1.1136E+12,64
33,280,1.194,1.1136E+12,64
37,296,1.396,1.1136E+12,64
39,284,1.483,1.1136E+12,64
38,302,1.505,1.1136E+12,64
32,275,1.565,1.1136E+12,64
25,234,1.381,1.1136E+12,64
18,182,1.151,1.1136E+12,64
11,139,0.873,1.1136E+12,64
6,83,0.555,1.1136E+12,64
3,41,0.277,1.1136E+12,64
2,37,0.121,1.1136E+12,64
2,36,0.097,1.1136E+12,64
2,39,0.091,1.1136E+12,64
2,44,0.081,1.1136E+12,64
3,45,0.091,1.1136E+12,64
4,59,0.152,1.1136E+12,64
6,97,0.237,1.1136E+12,64
12,163,0.453,1.1136E+12,64
20,275,3.151,1.1136E+12,64
29,388,1.544,1.1136E+12,64
37,478,2.166,1.1136E+12,64
37,487,2.596,1.1136E+12,64
28,408,2.52,1.1136E+12,64
17,273,1.835,1.1136E+12,64
9,157,0.994,1.1136E+12,64
5,84,0.456,1.1136E+12,64
4,62,0.218,1.1136E+12,64
4,74,0.157,1.1136E+12,64
5,78,0.18,1.1136E+12,64
7,79,0.229,1.1136E+12,64
9,95,0.281,1.1136E+12,64
12,129,0.371,1.1136E+12,64
14,156,0.501,1.1136E+12,64
6,86,0.261,6.87999E+14,79
15,126,0.452,6.87999E+14,79
22,156,0.755,6.87999E+14,79
25,180,0.749,6.87999E+14,79
27,185,0.949,6.87999E+14,79
26,179,1.272,6.87999E+14,79
20,177,1.066,6.87999E+14,79
13,144,0.867,6.87999E+14,79
9,127,0.531,6.87999E+14,79
8,138,0.514,6.87999E+14,79
8,153,0.72,6.87999E+14,79
8,131,0.727,6.87999E+14,79
9,117,0.509,6.87999E+14,79
12,156,0.542,6.87999E+14,79
17,215,0.882,6.87999E+14,79
28,245,1.197,6.87999E+14,79
48,267,1.595,6.87999E+14,79
68,359,1.444,6.87999E+14,79
75,485,2.19,6.87999E+14,79
65,535,2.842,6.87999E+14,79
44,486,2.803,6.87999E+14,79
23,361,2.345,6.87999E+14,79
10,205,1.638,6.87999E+14,79
5,106,0.89,6.87999E+14,79
4,82,0.513,6.87999E+14,79
4,77,0.335,6.87999E+14,79
5,91,0.316,6.87999E+14,79
7,115,0.472,6.87999E+14,79
9,118,0.533,6.87999E+14,79
13,131,0.57,6.87999E+14,79
19,174,0.747,6.87999E+14,79
24,213,1.003,6.87999E+14,79
26,234,1.213,6.87999E+14,79
23,234,1.275,6.87999E+14,79
16,189,1.155,6.87999E+14,79
9,131,0.808,6.87999E+14,79
5,89,0.499,6.87999E+14,79
4,87,0.36,6.87999E+14,79
4,94,0.376,6.87999E+14,79
4,77,0.343,6.87999E+14,79
5,92,0.286,6.87999E+14,79
7,117,0.409,6.87999E+14,79
10,162,0.579,6.87999E+14,79
18,228,0.853,6.87999E+14,79
33,362,1.288,6.87999E+14,79
57,603,2.169,6.87999E+14,79
96,936,5.114,6.87999E+14,79
144,1322,6.285,6.87999E+14,79
178,1719,8.833,6.87999E+14,79
179,1983,10.923,6.87999E+14,79
147,1926,11.913,6.87999E+14,79
100,1532,11.037,6.87999E+14,79
60,1001,7.994,6.87999E+14,79
37,578,4.922,6.87999E+14,79
29,375,5.309,6.87999E+14,79
31,351,1.816,6.87999E+14,79
39,388,1.808,6.87999E+14,79
51,447,2.084,6.87999E+14,79
66,517,2.55,6.87999E+14,79
77,532,2.957,6.87999E+14,79
77,541,2.822,6.87999E+14,79
66,536,2.701,6.87999E+14,79
48,476,2.451,6.87999E+14,79
31,385,2.087,6.87999E+14,79
19,289,1.619,6.87999E+14,79
11,170,1.162,6.87999E+14,79
6,95,0.689,6.87999E+14,79
3,64,0.387,6.87999E+14,79
2,48,0.255,6.87999E+14,79
2,60,0.223,6.87999E+14,79
2,50,0.258,6.87999E+14,79
2,44,0.197,6.87999E+14,79
3,68,0.2,6.87999E+14,79
4,87,0.33,6.87999E+14,79
6,117,0.437,6.87999E+14,79
12,150,0.625,6.87999E+14,79
20,189,0.913,6.87999E+14,79
30,273,1.098,6.87999E+14,79
43,380,1.652,6.87999E+14,79
55,465,2.371,6.87999E+14,79
62,547,2.959,6.87999E+14,79
62,639,3.517,6.87999E+14,79
53,639,4.111,6.87999E+14,79
38,534,4.038,6.87999E+14,79
24,393,3.168,6.87999E+14,79
15,274,2.317,6.87999E+14,79
12,214,1.544,6.87999E+14,79
13,201,1.215,6.87999E+14,79
16,230,1.101,6.87999E+14,79
21,253,1.261,6.87999E+14,79
26,288,1.375,6.87999E+14,79
28,297,1.508,6.87999E+14,79
27,287,1.45,6.87999E+14,79
24,276,1.354,6.87999E+14,79
20,243,1.301,6.87999E+14,79
17,212,1.47,6.87999E+14,79
14,188,1.028,6.87999E+14,79
10,149,0.813,6.87999E+14,79
6,101,0.615,6.87999E+14,79
3,64,0.376,6.87999E+14,79
2,46,0.219,6.87999E+14,79
2,61,0.206,6.87999E+14,79
2,50,0.236,6.87999E+14,79
2,44,0.194,6.87999E+14,79
3,68,0.188,6.87999E+14,79
4,86,0.323,6.87999E+14,79
6,117,0.414,6.87999E+14,79
12,163,1.139,6.87999E+14,79
21,303,0.982,6.87999E+14,79
36,615,1.833,6.87999E+14,79
63,1085,3.757,6.87999E+14,79
106,1743,6.617,6.87999E+14,79
175,2682,10.711,6.87999E+14,79
276,3950,16.951,6.87999E+14,79
383,5327,25.804,6.87999E+14,79
445,6316,35.84,6.87999E+14,79
427,6406,43.095,6.87999E+14,79
340,5502,43.859,6.87999E+14,79
231,4029,37.278,6.87999E+14,79
147,2629,27.085,6.87999E+14,79
104,1719,57.576,6.87999E+14,79
96,1393,10.703,6.87999E+14,79
110,1450,8.246,6.87999E+14,79
133,1593,8.407,6.87999E+14,79
159,1701,9.332,6.87999E+14,79
185,1800,10.15,6.87999E+14,79
202,1886,10.413,6.87999E+14,79
201,1897,10.458,6.87999E+14,79
181,1842,12.653,6.87999E+14,79
145,1663,14.843,6.87999E+14,79
103,1330,8.893,6.87999E+14,79
66,933,6.615,6.87999E+14,79
38,593,4.484,6.87999E+14,79
22,398,2.964,6.87999E+14,79
15,313,2.113,6.87999E+14,79
13,262,1.65,6.87999E+14,79
14,276,1.414,6.87999E+14,79
17,311,1.563,6.87999E+14,79
23,390,1.881,6.87999E+14,79
36,531,2.474,6.87999E+14,79
62,747,3.399,6.87999E+14,79
101,1010,4.782,6.87999E+14,79
151,1388,6.597,6.87999E+14,79
197,1780,9.366,6.87999E+14,79
217,2083,12.145,6.87999E+14,79
202,2229,13.854,6.87999E+14,79
161,2079,14.613,6.87999E+14,79
115,1663,35.95,6.87999E+14,79
81,1242,11.262,6.87999E+14,79
61,947,8.185,6.87999E+14,79
49,795,6.119,6.87999E+14,79
44,747,5.014,6.87999E+14,79
46,730,4.633,6.87999E+14,79
55,704,4.579,6.87999E+14,79
69,779,7.059,6.87999E+14,79
80,867,4.804,6.87999E+14,79
81,881,4.778,6.87999E+14,79
70,819,4.585,6.87999E+14,79
51,687,4.213,6.87999E+14,79
32,495,3.429,6.87999E+14,79
19,311,2.221,6.87999E+14,79
12,190,1.345,6.87999E+14,79
9,142,0.832,6.87999E+14,79
8,139,0.708,6.87999E+14,79
6,121,0.582,6.87999E+14,79
4,87,0.465,6.87999E+14,79
2,54,0.317,6.87999E+14,79
1,32,0.167,6.87999E+14,79
1,32,0.104,6.87999E+14,79
1,32,0.115,6.87999E+14,79
1,32,0.141,6.87999E+14,79
1,32,0.139,6.87999E+14,79
2,56,0.134,6.87999E+14,79
2,54,0.264,6.87999E+14,79
4,86,0.226,6.87999E+14,79
8,131,0.436,6.87999E+14,79
13,241,0.774,6.87999E+14,79
23,477,1.516,6.87999E+14,79
39,753,3.146,6.87999E+14,79
59,977,4.83,6.87999E+14,79
85,1202,6.13,6.87999E+14,79
116,1502,7.612,6.87999E+14,79
143,1858,9.895,6.87999E+14,79
157,2180,15.048,6.87999E+14,79
151,2303,15.07,6.87999E+14,79
125,2115,15.613,6.87999E+14,79
90,1680,13.81,6.87999E+14,79
61,1188,10.332,6.87999E+14,79
45,805,8.022,6.87999E+14,79
43,657,4.463,6.87999E+14,79
49,685,3.644,6.87999E+14,79
56,711,3.81,6.87999E+14,79
64,737,3.949,6.87999E+14,79
71,781,4.128,6.87999E+14,79
74,800,4.222,6.87999E+14,79
73,790,4.211,6.87999E+14,79
66,792,4.049,6.87999E+14,79
53,741,3.982,6.87999E+14,79
38,586,3.589,6.87999E+14,79
25,436,2.862,6.87999E+14,79
15,292,2.036,6.87999E+14,79
9,201,1.35,6.87999E+14,79
6,151,0.953,6.87999E+14,79
5,134,0.729,6.87999E+14,79
6,155,0.655,6.87999E+14,79
7,154,0.831,6.87999E+14,79
10,210,0.908,6.87999E+14,79
17,293,1.275,6.87999E+14,79
28,400,1.795,6.87999E+14,79
43,522,2.425,6.87999E+14,79
61,669,3.181,6.87999E+14,79
74,780,4.146,6.87999E+14,79
77,835,4.939,6.87999E+14,79
72,870,5.25,6.87999E+14,79
62,838,5.562,6.87999E+14,79
52,751,5.589,6.87999E+14,79
45,685,4.866,6.87999E+14,79
39,641,4.641,6.87999E+14,79
32,571,4.253,6.87999E+14,79
26,466,23.42,6.87999E+14,79
23,397,3.1,6.87999E+14,79
25,358,2.55,6.87999E+14,79
29,382,2.259,6.87999E+14,79
31,404,2.28,6.87999E+14,79
31,414,2.223,6.87999E+14,79
28,391,2.232,6.87999E+14,79
23,356,1.979,6.87999E+14,79
18,277,1.662,6.87999E+14,79
14,232,1.297,6.87999E+14,79
11,190,1.043,6.87999E+14,79
9,158,0.865,6.87999E+14,79
8,143,0.761,6.87999E+14,79
6,124,0.618,6.87999E+14,79
4,91,0.474,6.87999E+14,79
2,56,0.335,6.87999E+14,79
1,32,0.177,6.87999E+14,79
1,32,0.112,6.87999E+14,79
1,32,0.119,6.87999E+14,79
1,32,0.143,6.87999E+14,79
1,32,0.148,6.87999E+14,79
2,56,0.141,6.87999E+14,79
2,54,0.275,6.87999E+14,79
4,90,0.235,6.87999E+14,79
8,138,0.455,6.87999E+14,79
13,250,0.81,6.87999E+14,79
